0.000000000000000000e+00 1.835681246120657306e-06
1.562500000000000000e-02 2.499778474884806201e-06
3.125000000000000000e-02 2.141301592928357422e-06
4.687500000000000000e-02 1.615924134057422634e-06
6.250000000000000000e-02 1.211042217619251460e-06
7.812500000000000000e-02 9.263409310733550228e-07
9.375000000000000000e-02 6.285657718763104640e-07
1.093750000000000000e-01 3.735611358024470974e-07
1.250000000000000000e-01 2.493956401394825662e-07
1.406250000000000000e-01 2.115806836400224711e-07
1.562500000000000000e-01 1.844856996058297227e-07
1.718750000000000000e-01 1.563455924724621582e-07
1.875000000000000000e-01 1.313466668761975598e-07
2.031250000000000000e-01 1.091778614181748708e-07
2.187500000000000000e-01 8.694142650256253546e-08
2.343750000000000000e-01 6.386707696037774440e-08
2.500000000000000000e-01 4.268587616707009147e-08
2.656250000000000000e-01 2.633955098474416445e-08
2.812500000000000000e-01 1.546108485683816980e-08
2.968750000000000000e-01 8.808336282584150467e-09
3.125000000000000000e-01 4.874971981649878217e-09
3.281250000000000000e-01 2.766193496483992931e-09
3.437500000000000000e-01 1.830111506784248832e-09
3.593750000000000000e-01 1.365138335707172246e-09
3.750000000000000000e-01 1.011734140909936741e-09
3.906250000000000000e-01 7.253438960574953853e-10
4.062500000000000000e-01 5.336110442399899512e-10
4.218750000000000000e-01 4.236774819865729569e-10
4.375000000000000000e-01 3.530980230426195021e-10
4.531250000000000000e-01 3.127961778481846977e-10
4.687500000000000000e-01 3.059772435420882175e-10
4.843750000000000000e-01 3.085258992729933425e-10
5.000000000000000000e-01 2.929221865066722330e-10
5.156250000000000000e-01 2.536071352920998834e-10
5.312500000000000000e-01 2.048230196560751892e-10
5.468750000000000000e-01 1.647624953138304704e-10
5.625000000000000000e-01 1.369235697046278233e-10
5.781250000000000000e-01 1.153476619775162249e-10
5.937500000000000000e-01 1.005130631503980965e-10
6.093750000000000000e-01 9.222189678581571570e-11
6.250000000000000000e-01 8.505424142768447382e-11
6.406250000000000000e-01 7.788778649819860789e-11
6.562500000000000000e-01 7.172156618606706502e-11
6.718750000000000000e-01 6.525273377189222401e-11
6.875000000000000000e-01 5.807679337443971690e-11
7.031250000000000000e-01 5.138165587448284555e-11
7.187500000000000000e-01 4.565798086830774594e-11
7.343750000000000000e-01 4.026244268540146720e-11
7.500000000000000000e-01 3.489980526794056459e-11
7.656250000000000000e-01 3.016594266047611939e-11
7.812500000000000000e-01 2.667779712417495119e-11
