0.000000000000000000e+00 2.638877504068659618e-06
1.562500000000000000e-02 3.695670329761924222e-06
3.125000000000000000e-02 3.284638523837202229e-06
4.687500000000000000e-02 2.374679297645343468e-06
6.250000000000000000e-02 1.415434780938085169e-06
7.812500000000000000e-02 7.994793804755317979e-07
9.375000000000000000e-02 5.037086907577759121e-07
1.093750000000000000e-01 3.953064435791020514e-07
1.250000000000000000e-01 3.818873892669216730e-07
1.406250000000000000e-01 3.572551747765828623e-07
1.562500000000000000e-01 2.969731838220468489e-07
1.718750000000000000e-01 2.281999798015021952e-07
1.875000000000000000e-01 1.750582470094741439e-07
2.031250000000000000e-01 1.402878950784725021e-07
2.187500000000000000e-01 1.131677578314338461e-07
2.343750000000000000e-01 8.676629192905238597e-08
2.500000000000000000e-01 6.186014900322334142e-08
2.656250000000000000e-01 4.116486351790626941e-08
2.812500000000000000e-01 2.638159024570541078e-08
2.968750000000000000e-01 1.699719831549373339e-08
3.125000000000000000e-01 1.094742163587625328e-08
3.281250000000000000e-01 6.910560568229584533e-09
3.437500000000000000e-01 4.488340810127056102e-09
3.593750000000000000e-01 3.149617233688672968e-09
3.750000000000000000e-01 2.239544327764519949e-09
3.906250000000000000e-01 1.540259586541026238e-09
4.062500000000000000e-01 1.054499487729287921e-09
4.218750000000000000e-01 7.631323351020569135e-10
4.375000000000000000e-01 6.124235008009293324e-10
4.531250000000000000e-01 5.438767769483376924e-10
4.687500000000000000e-01 5.259334634466483749e-10
4.843750000000000000e-01 5.281861614747640488e-10
5.000000000000000000e-01 5.128432678525030042e-10
5.156250000000000000e-01 4.652396523585622390e-10
5.312500000000000000e-01 4.084279303651072723e-10
5.468750000000000000e-01 3.732427700242624269e-10
5.625000000000000000e-01 3.510546020546456703e-10
5.781250000000000000e-01 3.197073994432031441e-10
5.937500000000000000e-01 2.816507860270434094e-10
6.093750000000000000e-01 2.451969183248081663e-10
6.250000000000000000e-01 2.093531181746044467e-10
6.406250000000000000e-01 1.715992209438965688e-10
6.562500000000000000e-01 1.346481676156585650e-10
6.718750000000000000e-01 1.061228951937387421e-10
6.875000000000000000e-01 9.039528847676336909e-11
7.031250000000000000e-01 8.246364008313022964e-11
7.187500000000000000e-01 7.569270904506097963e-11
7.343750000000000000e-01 6.821081199870349110e-11
7.500000000000000000e-01 6.053797046989828345e-11
7.656250000000000000e-01 5.340365649697531580e-11
7.812500000000000000e-01 4.770465272807555834e-11
7.968750000000000000e-01 4.310176521249431403e-11
8.125000000000000000e-01 3.798590955672587199e-11
8.281250000000000000e-01 3.312576948855117109e-11
8.437500000000000000e-01 3.106619475556904320e-11
8.593750000000000000e-01 3.100469880834566538e-11
8.750000000000000000e-01 2.972766130482362712e-11
8.906250000000000000e-01 2.634815976509941038e-11
9.062500000000000000e-01 2.255075640111847690e-11
9.218750000000000000e-01 1.938475768792358167e-11
9.375000000000000000e-01 1.664038698501180136e-11
9.531250000000000000e-01 1.466187414533859368e-11
9.687500000000000000e-01 1.362435424895336311e-11
9.843750000000000000e-01 1.282699380739105166e-11
1.000000000000000000e+00 1.175821506133045702e-11
1.015625000000000000e+00 1.051649132360887862e-11
1.031250000000000000e+00 9.460592899357411767e-12
1.046875000000000000e+00 8.819440837359859842e-12
1.062500000000000000e+00 8.665454638567826606e-12
1.078125000000000000e+00 8.714786704777655046e-12
1.093750000000000000e+00 8.551230903930395755e-12
1.109375000000000000e+00 8.058412444278406639e-12
1.125000000000000000e+00 7.669691270972833763e-12
1.140625000000000000e+00 7.785776363899987729e-12
1.156250000000000000e+00 8.106180657274641987e-12
1.171875000000000000e+00 8.011535011787085381e-12
1.187500000000000000e+00 7.464432717763092029e-12
1.203125000000000000e+00 7.022318490590429008e-12
1.218750000000000000e+00 6.958771232856708622e-12
1.234375000000000000e+00 7.126838182103245600e-12
1.250000000000000000e+00 7.362496896867742890e-12
1.265625000000000000e+00 7.523758525918022855e-12
1.281250000000000000e+00 7.509962270113579308e-12
1.296875000000000000e+00 7.292428813587825687e-12
1.312500000000000000e+00 7.077967118657157997e-12
1.328125000000000000e+00 7.040509668321259795e-12
1.343750000000000000e+00 6.944684410870038960e-12
1.359375000000000000e+00 6.717409614664937578e-12
1.375000000000000000e+00 6.583465543552602384e-12
1.390625000000000000e+00 6.617035912259705555e-12
1.406250000000000000e+00 6.691030975808365255e-12
1.421875000000000000e+00 6.729030960911375203e-12
1.437500000000000000e+00 6.732910236284528338e-12
1.453125000000000000e+00 6.652140643881310211e-12
1.468750000000000000e+00 6.352088126326815853e-12
1.484375000000000000e+00 5.940450822222720362e-12
1.500000000000000000e+00 5.806304222144564875e-12
1.515625000000000000e+00 5.994814887555488525e-12
1.531250000000000000e+00 6.275037781056092001e-12
1.546875000000000000e+00 6.514214515029870256e-12
1.562500000000000000e+00 6.650576790667717120e-12
1.578125000000000000e+00 6.638644495238210652e-12
1.593750000000000000e+00 6.555045135164805359e-12
1.609375000000000000e+00 6.483280492325382838e-12
1.625000000000000000e+00 6.430653318872936453e-12
1.640625000000000000e+00 6.378503628057252683e-12
1.656250000000000000e+00 6.225272901339007348e-12
1.671875000000000000e+00 5.912280214015463997e-12
1.687500000000000000e+00 5.599312246501453316e-12
1.703125000000000000e+00 5.430493294628080392e-12
1.718750000000000000e+00 5.288716079659971925e-12
1.734375000000000000e+00 5.067922210361119895e-12
1.750000000000000000e+00 4.866391144220383325e-12
1.765625000000000000e+00 4.771405926612404258e-12
1.781250000000000000e+00 4.822323530079275500e-12
1.796875000000000000e+00 4.977321506338672208e-12
1.812500000000000000e+00 5.134210331186883636e-12
1.828125000000000000e+00 5.305132635274878439e-12
1.843750000000000000e+00 5.453862188253832954e-12
1.859375000000000000e+00 5.503607118650943875e-12
1.875000000000000000e+00 5.533265252238850351e-12
